"soda_id","title","type","description","updated_at","page_views_total","domain_category"
"89m2-urg9","Transportation Utility Corridor","dataset","This is a polygon dataset that represents the area defined as the Transportation and Utility Corridor or TUC. The TUC is a developmental constraint.","2026-05-01T19:32:39.000Z",1895,"Services and Amenities"
"im7t-n4qh","Neighbourhood Speed Limits Map","map","This dataset describes proposed speed limits on Collector and Residential roads as per the new default speed limit bylaw within the City of Calgary that takes effect May 31, 2021.","2023-02-01T15:39:28.000Z",1880,"Transportation/Transit"
"txhe-8tfk","Street Centreline","map","Centreline representation of the dedicated street right-of-way. The linear network is broken at the intersection of two or more streets or alleyways.","2026-05-19T20:54:29.000Z",1880,"Transportation/Transit"
"hvq3-hmb9","Watershed Surface Water Quality Sampling Locations","dataset","Sampling locations for the City of Calgary's Watershed Monitoring Program","2026-05-24T08:02:38.000Z",1873,"Environment"
"fm6w-acnx","2021 Federal Census Population and Dwellings by City","dataset","The Population and Dwellings data from the 2021 Federal Census covers population in private households by age and gender.
For questions, please contact socialresearch@calgary.ca. Please visit <a href=","2024-10-11T18:42:30.000Z",1871,"Demographics"
"vfvn-2kn3","Compensation Disclosure List 2019","filter","The City’s compensation disclosure list includes position titles and base salary ranges as approved by Council in 2014.

For more information see http://www.calgary.ca/CA/cmo/Pages/Compensationdiscl","2025-06-18T14:02:32.000Z",1863,"Government"
"hgf2-vi59","Community-wide GHG Inventory By Emissions Source","chart","This data set contains the community-wide greenhouse gas emissions over time.  The emissions are broken down by sector (e.g. transportation, waste, etc.), and by emissions source (residential building","2024-11-25T21:38:35.000Z",1856,"Environment"
"vxrs-acec","Secondary Suites by Ward Map","map","This dataset contains information about approved secondary suites in The City of Calgary. It can be viewed on an interactive map at http://secondarysuites.calgary.ca/","2026-05-22T11:36:26.000Z",1848,"Business and Economic Activity"
"5zep-bbjx","Parks Turf","map","Identifies the grouping of Turf elements into Turf polygons maintained by Calgary Parks or located on lands under Calgary Parks Stewardship.","2026-05-22T17:07:03.000Z",1844,"Recreation and Culture"
"wxpj-vtfm","Voting Stations (Effective October 16,  2017) Map","map","Voting station locations, valid for the October 16, 2017 election.<br />More information can be found at the Elections Calgary website (see Source Link below)","2024-11-25T21:38:11.000Z",1821,"Government"
"643n-987f","Public Art Locations","map","For more information, visit: <a href=""http://www.calgary.ca/publicart"" target=""_blank"" rel=""nofollow external"">www.calgary.ca/publicart</a>","2026-04-02T01:03:50.000Z",1810,"Recreation and Culture"
"7b64-duti","School Enrolment Bar Chart","chart","Student enrolment from ECS to Grade 12 throughout Calgary.","2025-03-06T17:44:36.000Z",1810,"Demographics"
"cauu-7hnw","Traffic Volumes for 2024","dataset","Average Daily Weekday Traffic (ADWT) is the average number of vehicles in 24 hours adjusted for seasonal variation to represent the average weekday. The number on this map represents two-way totals.
V","2025-08-05T20:47:06.000Z",1808,NA
"5yff-va5a","Road Marking Lines","dataset","This dataset was created for visually locating road marking lines and designs.","2026-05-22T16:02:22.000Z",1797,"Transportation/Transit"
"wnys-g3eq","Road Marking Lane Widths","dataset","This dataset was created for visually locating lane width on road marking designs.","2026-05-22T22:31:54.000Z",1796,"Transportation/Transit"
"dpia-2gub","Trails","map","The Calgary Trails dataset identifies designated and undesignated trails throughout the City network. Dataset may not contain all trails within Calgary","2026-05-21T14:17:14.000Z",1789,"Recreation and Culture"
"7v8c-cjjm","Parks Amenity Equipment","dataset","Park amenities maintained by Calgary Parks or located on lands under Calgary Park’s stewardship.","2026-05-21T14:11:07.000Z",1774,"Recreation and Culture"
"4dt7-fpja","Business Improvement Areas","map","Detailed polygons outlining the Business Improvement Areas (formerly Business Revitalization Zones) in Calgary. The mission of a BIA is to:
•	Improve, beautify, and maintain property in the business ","2026-05-01T13:32:11.000Z",1759,"Business and Economic Activity"
"qwju-mqym","City Planning Sectors","dataset","City Planning Sectors are defined by groupings of community districts and/or transportation zones making up the Center, North, Northeast, East, Southeast, South, West and Northwest Sectors. Planning S","2026-05-06T14:29:53.000Z",1738,"Base Maps"
"6qn4-9vc6","Neighbourhood Speed Limits","dataset","This dataset describes proposed speed limits on Collector and Residential roads as per the new default speed limit bylaw within the City of Calgary that takes effect May 31, 2021.
To view finalized, c","2023-02-01T15:39:28.000Z",1724,"Transportation/Transit"
"jzfi-qvb4","2021 Federal Census Families and Households by Ward","dataset","The Families and Households data from the 2021 Federal Census covers household, household size, census family, and marital status. For questions, please contact socialresearch@calgary.ca. Please visit","2024-10-11T18:42:45.000Z",1723,"Demographics"
"aggn-khkx","City of Calgary Bylaws","dataset","The Municipal Government Act grants Council the power to pass bylaws. Bylaws are created as a way to address issues and concerns of the local community. They are created to protect the environment, pu","2026-05-01T15:50:26.000Z",1722,"Government"
"mngv-ufjz","Regulatory Flood Hazard Map Steplines","dataset","Step lines define the regulatory flood elevation levels within the floodway/flood fringe. The official designated flood elevation indicated by the text applies within the section of the river between ","2026-05-07T15:47:38.000Z",1717,"Environment"
"9tye-m3na","Calgary Seniors Directory Data Lens","story","<div>This dataset contains a list of services for Calgary seniors.<br></div>","2023-08-16T20:06:26.532Z",1715,NA
"duxj-44dv","City Planning Sectors Map","map","City Planning Sectors are defined by groupings of community districts and/or transportation zones making up the Center, North, Northeast, East, Southeast, South, West and Northwest Sectors. Planning S","2026-05-06T14:59:43.000Z",1702,"Base Maps"
"vjby-bq38","Capital Budget ($M)","chart","The City of Calgary creates a four-year budget that is updated annually to reflect the changing needs and priorities of Calgarians. This dataset provides detailed budget information for the 2023 – 202","2026-01-14T23:38:24.000Z",1699,"Government"
"a3cq-4yfn","Employment Rates","chart","This annual report contains comments, analysis and statistical illustrations of a set of economic indicators monitored by Corporate Economics that inform our forecasts.","2026-05-22T10:01:47.000Z",1692,"Business and Economic Activity"
"ctxu-aicd","Bridge map","map","The City of Calgary currently maintains approximately 400 traffic, pedestrian and LRT bridges, as well as subways and tunnels.","2026-05-05T13:07:25.000Z",1685,"Transportation/Transit"
"7ta2-pupq","Civic census 2016 - Modes of Travel to Work","dataset","Trends in Calgarians’ choices for travelling to work, and to determine if major infrastructure changes have resulted in a change in behaviour.","2023-02-01T15:39:33.000Z",1681,"Transportation/Transit"
"enr4-crti","Parks Off Leash Areas","dataset","Calgary has over 150 public off leash dog areas in our multi-use parks. In total there are more than 1,250 hectares of off-leash space for Calgarians and their dogs to enjoy. Related information: Off ","2026-05-22T17:01:33.000Z",1679,"Recreation and Culture"
"yrm5-fijg","Number of public trees, by community","map","Information about Calgary's urban forest, including the locations and types of trees on public land. To learn more, visit the <a href=""https://maps.calgary.ca/TreeSchedule/"">Urban Forest Management ma","2026-05-22T21:11:10.000Z",1678,"Environment"
"cqiv-q7en","Accessible Pedestrian Traffic Signals","map","This dataset contains the locations of traffic signals that are maintained by the City of Calgary. For more information, see http://www.calgary.ca/Transportation/Roads/Pages/Traffic/Traffic-signals-an","2026-05-24T11:00:38.000Z",1677,"Health and Safety"
"fu7z-c7ar","Plus 15 Bridges","dataset","Bridges within Calgary's Plus 15 Network. For more information visit <a href=""https://www.calgary.ca/plus15"">Calgary.ca/Plus15</a>","2026-05-01T17:00:46.000Z",1677,"Transportation/Transit"
"nbta-7ws9","Prosperous City Indicators","dataset","","2023-02-01T15:39:19.000Z",1672,"Government"
"39t3-dqne","Calgary.ca Web Analytics Top Downloads Past 30 Days","dataset","The top 100 files downloaded from City of Calgary web pages over the past 30 days.","2026-05-23T07:01:04.000Z",1663,"Help and Information"
"wyyc-63e5","Green Line Alignment","dataset","Green Line alignment as depicted at <a href=""https://www.calgary.ca/greenline"">Green Line LRT.</a>","2026-05-22T16:31:44.000Z",1662,"Transportation/Transit"
"65wd-2exm","Industrial, Commercial, and Institutional Garbage Composition","filter","This dataset is for garbage bin waste from the Industrial, Commercial, and Institutional (ICI) sector. The North American Industry Classification System (NAICS) is used to categorize ICI businesses an","2025-02-28T21:13:50.000Z",1644,"Help and Information"
"5eng-mjuy","Central Business District Cordon Count 2015","dataset","Every year in May, The City conducts the Central Business District (CBD) cordon count. The cordon count is performed at 31 locations around the CBD over a three week time period, collecting data on ho","2023-02-01T15:39:31.000Z",1637,"Transportation/Transit"
"6zvc-wgqp","Alcohol in the Park Boundaries","dataset","Boundaries for the 2022 Alcohol in the Park Project for the public web map. 
See <a href=""https://www.calgary.ca/csps/parks/programs/alcohol-in-parks.html"">Alcohol in Parks</a> for more information.","2026-05-24T00:24:15.000Z",1634,"Services and Amenities"
